Report date;Property no.;Property name;Street address;Postal code;City;Lease no.;Tenant;Business ID;Tenant brand;Tenant group;Region;Lease type;Type of use;Building ID;Lease unit;ModelTreeID;Construction year;Renovation year;Leasable area (sqm);Quantity (pcs);Lease started;Beginning lease;Lease expiry date (fixed term);Earliest notice date (landlord);Notice period (landlord);Earliest possible expiry date; Notice period (tenant) ;Lease maturity;Conditions for lease extension;Capital rent; Maintenance rent ; Maintenance rent adjustments ;Supplements; Investment rent ; Discounts ;Total monthly rent;Rent type;VAT tax base; Base rent ;Basis of rent increase;Index type;Base index value;Month(s) of rent increase;Latest index review;Latest index value;Minimum rent increase;Tenure;Leasehold termination;Property ID;Beds/rooms;Measured m2;ERV €/m2;Valuation
1.11.2020;5518;Kiinteistö Oy Helsingin Sturenkatu 21;Sturenkatu 21;00510;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;STU21;F3-3/varasto;;2006;2006;16,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-22-534-9           ;;16,00;13,50;JLL
1.11.2020;5518;Kiinteistö Oy Helsingin Sturenkatu 21;Sturenkatu 21;00510;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;STU21;F3-9/toimistotila;;2006;2006;197,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-22-534-9           ;;197,50;13,50;JLL
1.11.2020;5518;Kiinteistö Oy Helsingin Sturenkatu 21;Sturenkatu 21;00510;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;STU21;F4-1/toimistotila;;2006;2006;377,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-22-534-9           ;;377,00;13,50;JLL
1.11.2020;5518;Kiinteistö Oy Helsingin Sturenkatu 21;Sturenkatu 21;00510;Helsinki;;TYHJÄT TILAT;;;;Uusimaa;;Office;STU21;F4-2/toimistotila;;2006;2006;272,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,91-22-534-9           ;;272,00;13,50;JLL
1.11.2020;5519;Kiinteistö Oy Hämeenlinnan Länsiportintie 15;Länsiportintie 15;13430;Hämeenlinna;510000650;Paccor Finland Oy;2223273-4;;Paccor Finland Oy;;Fixed term;Industry;,LAN15;F1-1-F1-10, F2-1-F2-4;;2012;;21 672,00;;1.10.2012;;30.9.2030;;;30.9.2030;;9,92;;161 176,54;;;;;;161 176,54;;24 %;154 887,49;Index-based;Cost-of-living index (1951:10 = 100);1911;1,;201910;1975;1,00 %;Freehold;;109-22-56-5           ,;;20 936,50;;JLL
1.11.2020;5521;Kiinteistö Oy Tampereen Juvankatu 14;Juvankatu 14;33710;Tampere;510000479;Kesko Oyj / Vuokrahallinto;0109862-8;;Kesko Oyj;Pirkanmaa;Fixed term;Grocery;,JUV14;F1-1, F1-3, F1-4;;2017;;2 164,50;;16.11.2017;;15.11.2027;;;15.11.2027;;7,04;;27 947,75;6 432;-5 630;;;;28 749,76;;24 %;27 056,25;Index-based;Cost-of-living index (1951:10 = 100);1912;1,;201910;1975;;Freehold;;837-60-5809-13        ,;;2 210,00;;JLL
1.11.2020;5521;Kiinteistö Oy Tampereen Juvankatu 14;Juvankatu 14;33710;Tampere;510000480;Tokmanni Oy;1928426-9;;Tokmanni Oy;Pirkanmaa;Fixed term;Discount retail;,JUV14;F1-2, F1-3, F1-4, F1-5;;2017;;3 249,00;;16.11.2017;;15.11.2027;;;15.11.2027;;7,04;;24 413,69;8 466;-7 410;;;;25 469,29;;24 %;23 931,60;Index-based;Cost-of-living index (1951:10 = 100);1936;1,;201910;1975;;Freehold;;837-60-5809-13        ,;;3 306,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000534;Chop T Restaurant Oy / Barbarossa Lounas Oy;2821154-7;Mozaik;Chop T Restaurant Oy / Barbarossa Lounas Oy;;Rolling;Daily services;,MA10B;F1-22, F1-24;;1973;2007;307,00;;1.5.2017;;;;12;30.11.2021;12;1,08;;5 891,07;753;;;;;6 643,77;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1923;1,;201911;1973;;Freehold;;49-30-1-16            ,;;203,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000483;Espoon seudun koulutuskuntayhtymä Omnia;0502454-6;;Espoon seudun koulutuskuntayhtymä Omnia;;Rolling;Retail;,MA10A;F1-1, F2-1, F2-2, F2-3;;1973;2007;4 089,00;;1.9.2010;;;01.02.2022;18;31.8.2023;18;2,83;;40 294,95;11 397;;;;;51 691,74;;24 %;35 230,00;Index-based;Cost-of-living index (1951:10 = 100);1725;2,6,;20204;1966;;Freehold;;49-30-1-16            ,;;4 089,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000486;Espoon seudun koulutuskuntayhtymä Omnia;0502454-6;;Espoon seudun koulutuskuntayhtymä Omnia;;Rolling;Retail;,MA10A;F3-1;;1973;2007;481,00;;8.1.2007;;;01.02.2022;18;31.8.2023;18;2,83;;4 690,72;1 313;;;;;6 003,94;;24 %;3 884,76;Index-based;Cost-of-living index (1951:10 = 100);1634;1,;201911;1973;;Freehold;;49-30-1-16            ,;;481,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000496;Esport MiniArenas Oy;2682268-6;;Esport MiniArenas Oy;;Rolling;Daily services;,MA10B;F2-1;;1973;2007;1 272,00;;25.7.2016;;;31.01.2031;12;31.1.2032;12;11,25;;16 801,85;3 704;;;;;20 505,66;;24 %;13 992,00;Index-based;Cost-of-living index (1951:10 = 100);1913;8,;20205;1965;;Freehold;;49-30-1-16            ,;;1 270,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001406;Golf Sky Oy;2643257-3;;Golf Sky Oy;;Fixed term;Retail;,MA10A;F1-4;;1973;2007;1 990,50;;1.10.2019;;30.9.2026;;;30.9.2026;;5,92;;20 506,13;5 796;;;;;26 302,07;;24 %;20 303,10;Index-based;Cost-of-living index (1951:10 = 100);1970;1,7,;20205;1965;1,00 %;Freehold;;49-30-1-16            ,;;1 990,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001564;Hockey Base Oy;2394054-8;;Hockey Base Oy;;Fixed term;Retail;,MA10B;F1-121;;1973;2007;370,00;;1.8.2020;;31.7.2023;;;31.7.2023;;2,75;;4 255,00;1 077;;;;;5 332,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;49-30-1-16            ,;;370,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001634;Hööks Hevosurheilu Oy;1859735-1;;Hööks Hevosurheilu Oy;;Fixed term;Retail;,MA10B;F1-2;;1973;2007;458,00;;1.8.2020;;31.7.2026;31.12.2017;12;31.7.2026;12;5,75;Jos vuokralainen ilmoittaa 31.1.2023 mennessä voi sopimus päättyä JO 31.7.2023;9 160,00;1 333;;;;;10 493,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;49-30-1-16            ,;;457,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001646;JYSK OY;1000514-7;;JYSK OY;;Fixed term;Retail;,MA10B;F1-1, F1-61;;1973;2007;1 376,50;;1.5.2020;;31.12.2025;;;31.12.2025;;5,17;;17 032,30;4 006;;;;;21 037,92;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;1,00 %;Freehold;;49-30-1-16            ,;;1 374,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001748;Kesko Oyj / Vuokrahallinto;0109862-8;;Kesko Oyj;;Rolling;Grocery;,MA10B;F1-115, F1-44;;1973;2007;720,00;;15.2.2021;beginning;14.2.2031;;;14.2.2031;;10,29;"Vuokralaisella on optio jatkaa vuokrasuhdetta (vuokra-aikaa) tämän vuokrasopimuksen mukaisilla ehdoilla viidellä (5) vuodella
ilmoittamalla siitä kirjallisesti vuokranantajalle viimeistään kaksikymmentäneljä (24) kuukautta ennen vuokra-ajan päättymistä.
Optiojakson jälkeen vuokralaisella on etuoikeus neuvotella jatkosta.";9 964,80;2 095;;;;;12 060,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1975;1,;;;;Freehold;;49-30-1-16            ,;;720,00;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510000814;Kotipizza Oyj;1579385-9;;Kotipizza Oyj;;Fixed term;Daily services;,MA10B;F1-60;;1973;2007;100,00;;1.3.2018;;31.1.2023;;;31.1.2023;;2,25;;2 775,04;323;;;;;3 098,25;;24 %;2 688,00;Index-based;Cost-of-living index (1951:10 = 100);1927;1,;201911;1973;1,50 %;Freehold;;49-30-1-16            ,;;112,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001580;Kruunukaluste Oy;2354892-5;;Kruunukaluste Oy;;Fixed term;Retail;,MA10B;F1-106, F1-33;;1973;2007;1 305,00;;1.9.2020;;31.8.2023;;;31.8.2023;;2,83;;11 275,20;4 776;;;;;16 051,50;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1975;1,;;;;Freehold;;49-30-1-16            ,;;1 308,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001578;Maskun Kalustetalo Oy;0583816-0;;Maskun Kalustetalo Oy;;Fixed term;Retail;,MA10B;F1-109, F1-109B, F1-109C;;1973;2007;1 835,00;;1.7.2020;;30.6.2025;;;30.6.2025;;4,66;;13 312,41;6 332;;;;;19 644,21;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1975;1,;;;;Freehold;;49-30-1-16            ,;;1 885,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001579;Maskun Kalustetalo Oy;0583816-0;;Maskun Kalustetalo Oy;;Fixed term;Retail;,MA10B;F1-103, F1-103C;;1973;2007;941,00;;1.7.2020;;30.6.2025;;;30.6.2025;;4,66;;7 017,87;3 338;;;;;10 355,79;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1975;1,;;;;Freehold;;49-30-1-16            ,;;946,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001635;Mattokymppi Oy;0964862-0;;Mattokymppi Oy;;Fixed term;Retail;,MA10B;F1-21;;1973;2007;376,50;;1.8.2020;;31.7.2025;31.12.2016;12;31.7.2025;12;4,75;;6 212,25;1 096;;;;;7 307,87;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;49-30-1-16            ,;;376,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001720;MOM ESPOO Oy;2420316-0;;MOM ESPOO Oy;;Fixed term;Retail;,MA10B;F1-116;;1973;2007;257,50;;1.12.2020;beginning;30.11.2025;;;30.11.2025;;5,08;;4 248,75;749;;;;;4 998,08;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);;1,;;;1,00 %;Freehold;;49-30-1-16            ,;;257,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000485;Power Finland Oy;0993774-8;;Power Finland Oy;;Rolling;Retail;,MA10A;F1-3;;1973;2007;1 988,00;;1.7.2016;;;31.01.2026;6;31.7.2026;6;5,75;;21 077,39;5 789;;;;;26 866,05;;24 %;20 874,00;Index-based;Cost-of-living index (1951:10 = 100);1950;8,;20205;1965;;Freehold;;49-30-1-16            ,;;2 004,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000487;Rengasmaailma Oy;1095378-8;;Rengasmaailma Oy;;Rolling;Retail;,MA10A;F1-5;;1973;2007;384,00;;1.2.2011;;;30.07.2021;6;31.1.2022;6;1,25;;4 548,39;1 118;;;;;5 666,52;;24 %;4 032,00;Index-based;Cost-of-living index (1951:10 = 100);1749;1,7,;20205;1965;;Freehold;;49-30-1-16            ,;;379,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001655;Rihema Ky;2903935-5;;Rihema Ky;;Fixed term;Retail;,MA10B;F1-120;;1973;2007;35,50;;1.7.2020;;30.6.2023;;;30.6.2023;;2,66;;1 626,90;103;-91;;;;1 638,93;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;2,00 %;Freehold;;49-30-1-16            ,;;35,50;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000546;Rusta Finland Group Oy;1710083-3;;Rusta Finland Group Oy;;Rolling;Discount retail;,MA10A;F1-18, F1-2;;1973;2007;4 844,00;;7.9.2010;;;30.06.2020;12;30.11.2021;12;1,08;;42 680,59;10 215;;;;;52 895,19;;24 %;38 008,00;Index-based;Cost-of-living index (1951:10 = 100);1757;1,7,;20205;1965;;Freehold;;49-30-1-16            ,;;3 418,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;510001562;Sete Oy (Noblessa Keittiöt);2367826-0;;Sete Oy (Noblessa Keittiöt);;Fixed term;Retail;,MA10B;F1-47a, F1-8, F1-81;;1973;2007;452,00;;1.4.2020;;30.3.2025;;;30.3.2025;;4,41;;7 458,00;1 315;;;;;8 773,32;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1976;1,;;;;Freehold;;49-30-1-16            ,;;452,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10A;F1-13/varasto;;1973;;59,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;59,00;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10A;F2-6/liiketila;;1973;;132,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;132,50;9,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10A;F3-2/toimistotila;;1973;;71,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;71,00;;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10B;F1-116B/varasto;;1973;;60,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;60,00;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10B;F1-119/liiketila;;1973;;147,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;147,50;15,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10B;F1-26/varasto;;1973;;15,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;15,00;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10B;F1-47/sosiaalitila;;1973;;53,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;53,00;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10B;F1-47c/sosiaalitila;;1973;;18,00;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;18,00;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10B;F1-49/varasto;;1973;;17,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;17,50;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;;TYHJÄT TILAT;;;;;;Retail Park;MA10B;F1-52/varasto;;1973;;7,50;;;;;;;;;;;;;;;;;;;24 %;;;;;;;;;Freehold;;,49-30-1-16            ;;7,50;7,00;JLL
1.11.2020;5523;Kiinteistö Oy Espoon Martinsillantie 10;Martinsillantie 10;02270;Espoo;550000518;Vepsäläinen Oy;2111755-8;;Vepsäläinen Oy;;Fixed term;Retail;,MA10B;F2-2;;1973;2007;1 919,00;;1.4.2017;;30.3.2024;;;30.3.2024;;3,41;;22 905,61;7 770;;;;-15 863;14 813,21;;24 %;20 629,25;Index-based;Cost-of-living index (1951:10 = 100);1925;1,;201911;1973;;Freehold;;49-30-1-16            ,;;1 919,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001129;Adapteo Finland Oy;2889709-1;;Adapteo Finland Oy;;Fixed term;Office;,AYR12;F3-4;;2001;;338,00;;1.3.2019;;28.2.2022;;;28.2.2022;;1,33;;6 294,47;;;204;;;6 498,62;;24 %;6 455,80;Index-based;Cost-of-living index (1951:10 = 100);1960;1,;201911;1973;;Freehold;;92-52-110-6           ,;;336,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000556;Advancetec Oy;0939783-3;;Advancetec Oy;;Rolling;Office;,AYR12;F1-15;;2001;;16,00;;1.9.2012;;;;6;31.5.2021;6;0,58;;305,64;;;10;;;315,24;;24 %;288,00;Index-based;Cost-of-living index (1951:10 = 100);1861;1,7,;20204;1966;;Freehold;;92-52-110-6           ,;;16,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000557;Advancetec Oy;0939783-3;;Advancetec Oy;;Rolling;Office;,AYR12;F1-1;;2001;;103,00;;1.4.2017;;;30.09.2018;6;31.5.2021;6;0,58;;2 171,98;;;62;;;2 233,78;;24 %;1 957,00;Index-based;Cost-of-living index (1951:10 = 100);1920;1,7,;20204;1966;1,50 %;Freehold;;92-52-110-6           ,;;103,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000591;Airport Plaza Business Park Oy;1532068-0;;Airport Plaza Business Park Oy;;Rolling;Daily services;,AYR12;F8-1;;2001;;169,00;;1.1.2003;;;;6;31.5.2021;6;0,58;;3 777,42;;;;;;3 777,42;;24 %;;No rent adjustments;;;;;;;Freehold;;92-52-110-6           ,;;181,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001118;Bito Lagerteknik A/S;2564769-5;;Bito Lagerteknik A/S;;Rolling;Office;,AYR12;F1-7;;2001;;13,00;;1.1.2019;;;31.03.2019;3;28.2.2021;3;0,33;;278,46;;;8;;;286,42;;24 %;280,80;Index-based;Cost-of-living index (1951:10 = 100);1960;1,;201911;1973;2,00 %;Freehold;;92-52-110-6           ,;;13,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000558;Bito Lagerteknik A/S;2564769-5;;Bito Lagerteknik A/S;;Rolling;Office;,AYR12;F1-13;;2001;;60,00;;1.8.2013;;;31.07.2015;3;28.2.2021;3;0,33;;1 127,38;;;36;;;1 163,38;;24 %;1 080,00;Index-based;Cost-of-living index (1951:10 = 100);1892;1,7,;20204;1966;;Freehold;;92-52-110-6           ,;;66,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001533;Brother Finland, Brother Nordic A/S Tanska, sivuliike Suomessa;2391312-8;;Brother Finland, Brother Nordic A/S Tanska, sivuli;;Fixed term;Office;,AYR12;F3-5;;2001;;275,50;;1.3.2020;;28.2.2025;;;28.2.2025;;4,33;;5 234,50;;;234;;;5 468,68;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1975;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;275,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001535;Brother Finland, Brother Nordic A/S Tanska, sivuliike Suomessa;2391312-8;;Brother Finland, Brother Nordic A/S Tanska, sivuli;;Rolling;Office;,AYR12;F1-11;;2001;;35,50;;1.3.2020;;;30.11.2020;3;28.2.2021;3;0,33;;355,00;;;;;;355,00;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1975;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;35,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001439;Coloplast Oy;2394871-8;;Coloplast Oy;;Fixed term;Office;,AYR12;F7-3;;2001;;421,50;;15.2.2020;;14.2.2026;;;14.2.2026;;5,29;;8 008,50;;;358;;;8 366,78;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;421,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000559;Coor Service Management Oy;1597866-9;;Coor Service Management Oy;;Rolling;Office;,AYR12;F1-16;;2001;;15,00;;1.6.2009;;;;;31.12.2020;;0,16;;333,54;;;9;;;342,54;;24 %;292,50;Index-based;Cost-of-living index (1951:10 = 100);1732;1,7,;20204;1966;;Freehold;;92-52-110-6           ,;;15,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000648;Coor Service Management Oy;1597866-9;;Coor Service Management Oy;;Rolling;Office;,AYR12;F1-5, F1-6;;2001;;23,00;;1.6.2017;;;;3;28.2.2021;3;0,33;;468,34;;;14;;;482,14;;24 %;422,00;Index-based;Cost-of-living index (1951:10 = 100);1926;1,7,;20204;1966;1,50 %;Freehold;;92-52-110-6           ,;;24,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510000947;Envac Finland Ab;2293983-6;;Envac Finland Ab;;Fixed term;Office;,AYR12;F7-1;;2001;;201,00;;1.10.2018;;30.9.2021;;;30.9.2021;;0,91;;3 871,99;;;122;;;3 994,26;;24 %;3 819,00;Index-based;Cost-of-living index (1951:10 = 100);1946;1,;201911;1973;;Freehold;;92-52-110-6           ,;;201,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510000885;GNP Energy Finland Oy ;2304509-2;;GNP Energy Finland Oy ;;Rolling;Office;,AYR12;F1-9;;2001;;15,00;;1.4.2018;;;;3;28.2.2021;3;0,33;;152,87;;;;;;152,87;;0 %;150,00;Index-based;Cost-of-living index (1951:10 = 100);1935;7,;20204;1966;;Freehold;;92-52-110-6           ,;;15,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510000784;Hellermann Tyton Aktiebolag sivuliike Suomessa;0773125-2;;Hellermann Tyton Aktiebolag sivuliike Suomessa;;Rolling;Office;,AYR12;F1-12;;2001;;35,00;;1.12.2017;;;31.05.2020;3;28.2.2021;3;0,33;;306,50;;;;;;306,50;;0 %;297,50;Index-based;Cost-of-living index (1951:10 = 100);1931;1,;201910;1975;1,50 %;Freehold;;92-52-110-6           ,;;35,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001660;Hellermann Tyton Aktiebolag sivuliike Suomessa;0773125-2;;Hellermann Tyton Aktiebolag sivuliike Suomessa;;Rolling;Office;,AYR12;F5-2;;2001;;244,50;;1.7.2020;;;31.05.2023;6;30.11.2023;6;3,08;;4 621,05;;;208;;;4 828,88;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1966;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;244,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001382;Huom! Kiinteistönvälitys Oy;2493348-9;;Realia Group;;Rolling;Office;,AYR12;F3-6;;2001;;160,00;;1.11.2019;;;30.04.2022;6;31.10.2022;6;2,00;;3 057,60;;;136;;;3 193,60;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1972;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;160,00;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001677;IP-Only Networks Oy;2069299-9;;IP-Only Networks Oy;;Fixed term;Office;,AYR12;F2-1;;2001;;267,50;;1.9.2020;;31.8.2023;;;31.8.2023;;2,83;;5 082,50;;;227;;;5 309,88;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1965;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;267,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000561;Kymdata Oy;1445607-6;;Kymdata Oy;;Rolling;Office;,AYR12;F1-14;;2001;;22,00;;1.11.2012;;;;4;31.3.2021;4;0,41;;442,65;;;13;;;455,85;;24 %;418,00;Index-based;Cost-of-living index (1951:10 = 100);1865;1,7,;20204;1966;;Freehold;;92-52-110-6           ,;;19,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001534;Mediplast Fenno Oy;2670456-7;;Mediplast Fenno Oy;;Fixed term;Office;,AYR12;F2-3;;2001;;413,50;;1.5.2020;;30.4.2025;;;30.4.2025;;4,50;;7 649,75;;;351;;;8 001,23;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1973;1,;;;1,50 %;Freehold;;92-52-110-6           ,;;413,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;510001594;Nynas Oy;1834987-6;;Nynas Oy;;Rolling;Office;,AYR12;F5-1;;2001;;197,00;;1.7.2020;;;;6;31.5.2021;6;0,58;;3 644,50;;;148;;;3 792,25;;24 %;;Index-based;Cost-of-living index (1951:10 = 100);1969;1,;;;;Freehold;;92-52-110-6           ,;;200,50;;JLL
1.11.2020;5524;Kiinteistö Oy Plaza Presto;Äyritie 12b;01510;Vantaa;550000568;Parturi-Kampaamo Red Spirit;1471613-0;;Parturi-Kampaamo Red Spirit;;Rolling;Retail;,AYR12;F1-8;;2001;;39,00;;1.2.2010;;;;6;31.5.2021;6;0,58;;803,27;;;23;;;826,67;;24 %;702,00;Index-based;Cost-of-living index (1951:10 = 100);1726;1,7,;20204;1966;;Freehold;;92-52-110-6           ,;;39,00;;JLL
